,#,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
1580,"


0295",Exploud,Normal ,490,104,91,63,91,73,68
1581,"


0296",Makuhita,Fighting ,237,72,60,30,20,30,25
1582,"


0297",Hariyama,Fighting ,474,144,120,60,40,60,50
1583,"


0298",Azurill,Normal Fairy,190,50,20,40,20,40,20
1584,"


0299",Nosepass,Rock ,375,30,45,135,45,90,30
1585,"


0300",Skitty,Normal ,260,50,45,45,35,35,50
1586,"


0301",Delcatty,Normal ,400,70,65,65,55,55,90
1587,"


0302",Sableye,Dark Ghost,380,50,75,75,65,65,50
1588,"


0302",Sableye Mega Sableye,Dark Ghost,480,50,85,125,85,115,20
1589,"


0303",Mawile,Steel Fairy,380,50,85,85,55,55,50
1590,"


0303",Mawile Mega Mawile,Steel Fairy,480,50,105,125,55,95,50
1591,"


0304",Aron,Steel Rock,330,50,70,100,40,40,30
1592,"


0305",Lairon,Steel Rock,430,60,90,140,50,50,40
1593,"


0306",Aggron,Steel Rock,530,70,110,180,60,60,50
1594,"


0306",Aggron Mega Aggron,Steel ,630,70,140,230,60,80,50
1595,"


0307",Meditite,Fighting Psychic,280,30,40,55,40,55,60
1596,"


0308",Medicham,Fighting Psychic,410,60,60,75,60,75,80
1597,"


0308",Medicham Mega Medicham,Fighting Psychic,510,60,100,85,80,85,100
1598,"


0309",Electrike,Electric ,295,40,45,40,65,40,65
1599,"


0310",Manectric,Electric ,475,70,75,60,105,60,105
1600,"


0310",Manectric Mega Manectric,Electric ,575,70,75,80,135,80,135
1601,"


0311",Plusle,Electric ,405,60,50,40,85,75,95
1602,"


0312",Minun,Electric ,405,60,40,50,75,85,95
1603,"


0313",Volbeat,Bug ,430,65,73,75,47,85,85
1604,"


0314",Illumise,Bug ,430,65,47,75,73,85,85
1605,"


0315",Roselia,Grass Poison,400,50,60,45,100,80,65
1606,"


0316",Gulpin,Poison ,302,70,43,53,43,53,40
1607,"


0317",Swalot,Poison ,467,100,73,83,73,83,55
1608,"


0318",Carvanha,Water Dark,305,45,90,20,65,20,65
1609,"


0319",Sharpedo,Water Dark,460,70,120,40,95,40,95
1610,"


0319",Sharpedo Mega Sharpedo,Water Dark,560,70,140,70,110,65,105
1611,"


0320",Wailmer,Water ,400,130,70,35,70,35,60
1612,"


0321",Wailord,Water ,500,170,90,45,90,45,60
1613,"


0322",Numel,Fire Ground,305,60,60,40,65,45,35
1614,"


0323",Camerupt,Fire Ground,460,70,100,70,105,75,40
1615,"


0323",Camerupt Mega Camerupt,Fire Ground,560,70,120,100,145,105,20
1616,"


0324",Torkoal,Fire ,470,70,85,140,85,70,20
1617,"


0325",Spoink,Psychic ,330,60,25,35,70,80,60
1618,"


0326",Grumpig,Psychic ,470,80,45,65,90,110,80
1619,"


0327",Spinda,Normal ,360,60,60,60,60,60,60
1620,"


0328",Trapinch,Ground ,290,45,100,45,45,45,10
1621,"


0329",Vibrava,Ground Dragon,340,50,70,50,50,50,70
1622,"


0330",Flygon,Ground Dragon,520,80,100,80,80,80,100
1623,"


0331",Cacnea,Grass ,335,50,85,40,85,40,35
1624,"


0332",Cacturne,Grass Dark,475,70,115,60,115,60,55
1625,"


0333",Swablu,Normal Flying,310,45,40,60,40,75,50
1626,"


0334",Altaria,Dragon Flying,490,75,70,90,70,105,80
1627,"


0334",Altaria Mega Altaria,Dragon Fairy,590,75,110,110,110,105,80
1628,"


0335",Zangoose,Normal ,458,73,115,60,60,60,90
1629,"


0336",Seviper,Poison ,458,73,100,60,100,60,65
1630,"


0337",Lunatone,Rock Psychic,460,90,55,65,95,85,70
1631,"


0338",Solrock,Rock Psychic,460,90,95,85,55,65,70
1632,"


0339",Barboach,Water Ground,288,50,48,43,46,41,60
1633,"


0340",Whiscash,Water Ground,468,110,78,73,76,71,60
1634,"


0341",Corphish,Water ,308,43,80,65,50,35,35
1635,"


0342",Crawdaunt,Water Dark,468,63,120,85,90,55,55
1636,"


0343",Baltoy,Ground Psychic,300,40,40,55,40,70,55
1637,"


0344",Claydol,Ground Psychic,500,60,70,105,70,120,75
1638,"


0345",Lileep,Rock Grass,355,66,41,77,61,87,23
1639,"


0346",Cradily,Rock Grass,495,86,81,97,81,107,43
1640,"


0347",Anorith,Rock Bug,355,45,95,50,40,50,75
1641,"


0348",Armaldo,Rock Bug,495,75,125,100,70,80,45
1642,"


0349",Feebas,Water ,200,20,15,20,10,55,80
1643,"


0350",Milotic,Water ,540,95,60,79,100,125,81
1644,"


0351",Castform,Normal ,420,70,70,70,70,70,70
1645,"


0351",Castform Sunny Form,Fire ,420,70,70,70,70,70,70
1646,"


0351",Castform Rainy Form,Water ,420,70,70,70,70,70,70
1647,"


0351",Castform Snowy Form,Ice ,420,70,70,70,70,70,70
1648,"


0352",Kecleon,Normal ,440,60,90,70,60,120,40
1649,"


0353",Shuppet,Ghost ,295,44,75,35,63,33,45
1650,"


0354",Banette,Ghost ,455,64,115,65,83,63,65
1651,"


0354",Banette Mega Banette,Ghost ,555,64,165,75,93,83,75
1652,"


0355",Duskull,Ghost ,295,20,40,90,30,90,25
1653,"


0356",Dusclops,Ghost ,455,40,70,130,60,130,25
1654,"


0357",Tropius,Grass Flying,460,99,68,83,72,87,51
1655,"


0358",Chimecho,Psychic ,455,75,50,80,95,90,65
1656,"


0359",Absol,Dark ,465,65,130,60,75,60,75
1657,"


0359",Absol Mega Absol,Dark ,565,65,150,60,115,60,115
1658,"


0360",Wynaut,Psychic ,260,95,23,48,23,48,23
1659,"


0361",Snorunt,Ice ,300,50,50,50,50,50,50
1660,"


0362",Glalie,Ice ,480,80,80,80,80,80,80
1661,"


0362",Glalie Mega Glalie,Ice ,580,80,120,80,120,80,100
1662,"


0363",Spheal,Ice Water,290,70,40,50,55,50,25
1663,"


0364",Sealeo,Ice Water,410,90,60,70,75,70,45
1664,"


0365",Walrein,Ice Water,530,110,80,90,95,90,65
1665,"


0366",Clamperl,Water ,345,35,64,85,74,55,32
1666,"


0367",Huntail,Water ,485,55,104,105,94,75,52
1667,"


0368",Gorebyss,Water ,485,55,84,105,114,75,52
1668,"


0369",Relicanth,Water Rock,485,100,90,130,45,65,55
1669,"


0370",Luvdisc,Water ,330,43,30,55,40,65,97
1670,"


0371",Bagon,Dragon ,300,45,75,60,40,30,50
1671,"


0372",Shelgon,Dragon ,420,65,95,100,60,50,50
1672,"


0373",Salamence,Dragon Flying,600,95,135,80,110,80,100
1673,"


0373",Salamence Mega Salamence,Dragon Flying,700,95,145,130,120,90,120
1674,"


0374",Beldum,Steel Psychic,300,40,55,80,35,60,30
1675,"


0375",Metang,Steel Psychic,420,60,75,100,55,80,50
1676,"


0376",Metagross,Steel Psychic,600,80,135,130,95,90,70
1677,"


0376",Metagross Mega Metagross,Steel Psychic,700,80,145,150,105,110,110
1678,"


0377",Regirock,Rock ,580,80,100,200,50,100,50
1679,"


0378",Regice,Ice ,580,80,50,100,100,200,50
1680,"


0379",Registeel,Steel ,580,80,75,150,75,150,50
1681,"


0380",Latias,Dragon Psychic,600,80,80,90,110,130,110
1682,"


0380",Latias Mega Latias,Dragon Psychic,700,80,100,120,140,150,110
1683,"


0381",Latios,Dragon Psychic,600,80,90,80,130,110,110
1684,"


0381",Latios Mega Latios,Dragon Psychic,700,80,130,100,160,120,110
1685,"


0382",Kyogre,Water ,670,100,100,90,150,140,90
1686,"


0382",Kyogre Primal Kyogre,Water ,770,100,150,90,180,160,90
1687,"


0383",Groudon,Ground ,670,100,150,140,100,90,90
1688,"


0383",Groudon Primal Groudon,Ground Fire,770,100,180,160,150,90,90
1689,"


0384",Rayquaza,Dragon Flying,680,105,150,90,150,90,95
1690,"


0384",Rayquaza Mega Rayquaza,Dragon Flying,780,105,180,100,180,100,115
1691,"


0385",Jirachi,Steel Psychic,600,100,100,100,100,100,100
1692,"


0386",Deoxys Normal Forme,Psychic ,600,50,150,50,150,50,150
1693,"


0386",Deoxys Attack Forme,Psychic ,600,50,180,20,180,20,150
1694,"


0386",Deoxys Defense Forme,Psychic ,600,50,70,160,70,160,90
1695,"


0386",Deoxys Speed Forme,Psychic ,600,50,95,90,95,90,180
1696,"


0387",Turtwig,Grass ,318,55,68,64,45,55,31
1697,"


0388",Grotle,Grass ,405,75,89,85,55,65,36
1698,"


0389",Torterra,Grass Ground,525,95,109,105,75,85,56
1699,"


0390",Chimchar,Fire ,309,44,58,44,58,44,61
1700,"


0391",Monferno,Fire Fighting,405,64,78,52,78,52,81
1701,"


0392",Infernape,Fire Fighting,534,76,104,71,104,71,108
1702,"


0393",Piplup,Water ,314,53,51,53,61,56,40
1703,"


0394",Prinplup,Water ,405,64,66,68,81,76,50
1704,"


0395",Empoleon,Water Steel,530,84,86,88,111,101,60
1705,"


0396",Starly,Normal Flying,245,40,55,30,30,30,60
1706,"


0397",Staravia,Normal Flying,340,55,75,50,40,40,80
1707,"


0398",Staraptor,Normal Flying,485,85,120,70,50,60,100
1708,"


0399",Bidoof,Normal ,250,59,45,40,35,40,31
1709,"


0400",Bibarel,Normal Water,410,79,85,60,55,60,71
1710,"


0401",Kricketot,Bug ,194,37,25,41,25,41,25
1711,"


0402",Kricketune,Bug ,384,77,85,51,55,51,65
1712,"


0403",Shinx,Electric ,263,45,65,34,40,34,45
1713,"


0404",Luxio,Electric ,363,60,85,49,60,49,60
1714,"


0405",Luxray,Electric ,523,80,120,79,95,79,70
1715,"


0406",Budew,Grass Poison,280,40,30,35,50,70,55
1716,"


0407",Roserade,Grass Poison,515,60,70,65,125,105,90
1717,"


0408",Cranidos,Rock ,350,67,125,40,30,30,58
1718,"


0409",Rampardos,Rock ,495,97,165,60,65,50,58
1719,"


0410",Shieldon,Rock Steel,350,30,42,118,42,88,30
1720,"


0411",Bastiodon,Rock Steel,495,60,52,168,47,138,30
1721,"


0412",Burmy Plant Cloak,Bug ,224,40,29,45,29,45,36
1722,"


0412",Burmy Sandy Cloak,Bug ,224,40,29,45,29,45,36
1723,"


0412",Burmy Trash Cloak,Bug ,224,40,29,45,29,45,36
1724,"


0413",Wormadam Plant Cloak,Bug Grass,424,60,59,85,79,105,36
1725,"


0413",Wormadam Sandy Cloak,Bug Ground,424,60,79,105,59,85,36
1726,"


0413",Wormadam Trash Cloak,Bug Steel,424,60,69,95,69,95,36
1727,"


0414",Mothim,Bug Flying,424,70,94,50,94,50,66
1728,"


0415",Combee,Bug Flying,244,30,30,42,30,42,70
1729,"


0416",Vespiquen,Bug Flying,474,70,80,102,80,102,40
1730,"


0417",Pachirisu,Electric ,405,60,45,70,45,90,95
1731,"


0418",Buizel,Water ,330,55,65,35,60,30,85
1732,"


0419",Floatzel,Water ,495,85,105,55,85,50,115
1733,"


0420",Cherubi,Grass ,275,45,35,45,62,53,35
1734,"


0421",Cherrim,Grass ,450,70,60,70,87,78,85
1735,"


0422",Shellos,Water ,325,76,48,48,57,62,34
1736,"


0423",Gastrodon,Water Ground,475,111,83,68,92,82,39
1737,"


0424",Ambipom,Normal ,482,75,100,66,60,66,115
1738,"


0425",Drifloon,Ghost Flying,348,90,50,34,60,44,70
1739,"


0426",Drifblim,Ghost Flying,498,150,80,44,90,54,80
1740,"


0427",Buneary,Normal ,350,55,66,44,44,56,85
1741,"


0428",Lopunny,Normal ,480,65,76,84,54,96,105
1742,"


0428",Lopunny Mega Lopunny,Normal Fighting,580,65,136,94,54,96,135
1743,"


0429",Mismagius,Ghost ,495,60,60,60,105,105,105
1744,"


0430",Honchkrow,Dark Flying,505,100,125,52,105,52,71
1745,"


0431",Glameow,Normal ,310,49,55,42,42,37,85
1746,"


0432",Purugly,Normal ,452,71,82,64,64,59,112
1747,"


0433",Chingling,Psychic ,285,45,30,50,65,50,45
1748,"


0434",Stunky,Poison Dark,329,63,63,47,41,41,74
1749,"


0435",Skuntank,Poison Dark,479,103,93,67,71,61,84
1750,"


0436",Bronzor,Steel Psychic,300,57,24,86,24,86,23
1751,"


0437",Bronzong,Steel Psychic,500,67,89,116,79,116,33
1752,"


0438",Bonsly,Rock ,290,50,80,95,10,45,10
1753,"


0439",Mime Jr.,Psychic Fairy,310,20,25,45,70,90,60
1754,"


0440",Happiny,Normal ,220,100,5,5,15,65,30
1755,"


0441",Chatot,Normal Flying,411,76,65,45,92,42,91
1756,"


0442",Spiritomb,Ghost Dark,485,50,92,108,92,108,35
1757,"


0443",Gible,Dragon Ground,300,58,70,45,40,45,42
1758,"


0444",Gabite,Dragon Ground,410,68,90,65,50,55,82
1759,"


0445",Garchomp,Dragon Ground,600,108,130,95,80,85,102
1760,"


0445",Garchomp Mega Garchomp,Dragon Ground,700,108,170,115,120,95,92
1761,"


0446",Munchlax,Normal ,390,135,85,40,40,85,5
1762,"


0447",Riolu,Fighting ,285,40,70,40,35,40,60
1763,"


0448",Lucario,Fighting Steel,525,70,110,70,115,70,90
1764,"


0448",Lucario Mega Lucario,Fighting Steel,625,70,145,88,140,70,112
1765,"


0449",Hippopotas,Ground ,330,68,72,78,38,42,32
1766,"


0450",Hippowdon,Ground ,525,108,112,118,68,72,47
1767,"


0451",Skorupi,Poison Bug,330,40,50,90,30,55,65
1768,"


0452",Drapion,Poison Dark,500,70,90,110,60,75,95
1769,"


0453",Croagunk,Poison Fighting,300,48,61,40,61,40,50
1770,"


0454",Toxicroak,Poison Fighting,490,83,106,65,86,65,85
1771,"


0455",Carnivine,Grass ,454,74,100,72,90,72,46
1772,"


0456",Finneon,Water ,330,49,49,56,49,61,66
1773,"


0457",Lumineon,Water ,460,69,69,76,69,86,91
1774,"


0458",Mantyke,Water Flying,345,45,20,50,60,120,50
1775,"


0459",Snover,Grass Ice,334,60,62,50,62,60,40
1776,"


0460",Abomasnow,Grass Ice,494,90,92,75,92,85,60
1777,"


0460",Abomasnow Mega Abomasnow,Grass Ice,594,90,132,105,132,105,30
1778,"


0461",Weavile,Dark Ice,510,70,120,65,45,85,125
1779,"


0462",Magnezone,Electric Steel,535,70,70,115,130,90,60
1780,"


0463",Lickilicky,Normal ,515,110,85,95,80,95,50
1781,"


0464",Rhyperior,Ground Rock,535,115,140,130,55,55,40
1782,"


0465",Tangrowth,Grass ,535,100,100,125,110,50,50
1783,"


0466",Electivire,Electric ,540,75,123,67,95,85,95
1784,"


0467",Magmortar,Fire ,540,75,95,67,125,95,83
1785,"


0468",Togekiss,Fairy Flying,545,85,50,95,120,115,80
1786,"


0469",Yanmega,Bug Flying,515,86,76,86,116,56,95
1787,"


0470",Leafeon,Grass ,525,65,110,130,60,65,95
1788,"


0471",Glaceon,Ice ,525,65,60,110,130,95,65
1789,"


0472",Gliscor,Ground Flying,510,75,95,125,45,75,95
1790,"


0473",Mamoswine,Ice Ground,530,110,130,80,70,60,80
1791,"


0474",Porygon-Z,Normal ,535,85,80,70,135,75,90
1792,"


0475",Gallade,Psychic Fighting,518,68,125,65,65,115,80
1793,"


0475",Gallade Mega Gallade,Psychic Fighting,618,68,165,95,65,115,110
1794,"


0476",Probopass,Rock Steel,525,60,55,145,75,150,40
1795,"


0477",Dusknoir,Ghost ,525,45,100,135,65,135,45
1796,"


0478",Froslass,Ice Ghost,480,70,80,70,80,70,110
1797,"


0479",Rotom,Electric Ghost,440,50,50,77,95,77,91
1798,"


0479",Rotom Heat Rotom,Electric Fire,520,50,65,107,105,107,86
1799,"


0479",Rotom Wash Rotom,Electric Water,520,50,65,107,105,107,86
1800,"


0479",Rotom Frost Rotom,Electric Ice,520,50,65,107,105,107,86
1801,"


0479",Rotom Fan Rotom,Electric Flying,520,50,65,107,105,107,86
1802,"


0479",Rotom Mow Rotom,Electric Grass,520,50,65,107,105,107,86
1803,"


0480",Uxie,Psychic ,580,75,75,130,75,130,95
1804,"


0481",Mesprit,Psychic ,580,80,105,105,105,105,80
1805,"


0482",Azelf,Psychic ,580,75,125,70,125,70,115
1806,"


0483",Dialga,Steel Dragon,680,100,120,120,150,100,90
1807,"


0483",Dialga Origin Forme,Steel Dragon,680,100,100,120,150,120,90
1808,"


0484",Palkia,Water Dragon,680,90,120,100,150,120,100
1809,"


0484",Palkia Origin Forme,Water Dragon,680,90,100,100,150,120,120
1810,"


0485",Heatran,Fire Steel,600,91,90,106,130,106,77
1811,"


0486",Regigigas,Normal ,670,110,160,110,80,110,100
1812,"


0487",Giratina Altered Forme,Ghost Dragon,680,150,100,120,100,120,90
1813,"


0487",Giratina Origin Forme,Ghost Dragon,680,150,120,100,120,100,90
1814,"


0488",Cresselia,Psychic ,580,120,70,110,75,120,85
1815,"


0489",Phione,Water ,480,80,80,80,80,80,80
1816,"


0490",Manaphy,Water ,600,100,100,100,100,100,100
1817,"


0491",Darkrai,Dark ,600,70,90,90,135,90,125
1818,"


0492",Shaymin Land Forme,Grass ,600,100,100,100,100,100,100
1819,"


0492",Shaymin Sky Forme,Grass Flying,600,100,103,75,120,75,127
1820,"


0493",Arceus,Normal ,720,120,120,120,120,120,120
1821,"


0494",Victini,Psychic Fire,600,100,100,100,100,100,100
1822,"


0495",Snivy,Grass ,308,45,45,55,45,55,63
1823,"


0496",Servine,Grass ,413,60,60,75,60,75,83
1824,"


0497",Serperior,Grass ,528,75,75,95,75,95,113
1825,"


0498",Tepig,Fire ,308,65,63,45,45,45,45
1826,"


0499",Pignite,Fire Fighting,418,90,93,55,70,55,55
1827,"


0500",Emboar,Fire Fighting,528,110,123,65,100,65,65
1828,"


0501",Oshawott,Water ,308,55,55,45,63,45,45
1829,"


0502",Dewott,Water ,413,75,75,60,83,60,60
1830,"


0503",Samurott,Water ,528,95,100,85,108,70,70
1831,"


0503",Samurott Hisuian Samurott,Water Dark,528,90,108,80,100,65,85
1832,"


0504",Patrat,Normal ,255,45,55,39,35,39,42
1833,"


0505",Watchog,Normal ,420,60,85,69,60,69,77
1834,"


0506",Lillipup,Normal ,275,45,60,45,25,45,55
1835,"


0507",Herdier,Normal ,370,65,80,65,35,65,60
1836,"


0508",Stoutland,Normal ,500,85,110,90,45,90,80
1837,"


0509",Purrloin,Dark ,281,41,50,37,50,37,66
1838,"


0510",Liepard,Dark ,446,64,88,50,88,50,106
1839,"


0511",Pansage,Grass ,316,50,53,48,53,48,64
1840,"


0512",Simisage,Grass ,498,75,98,63,98,63,101
1841,"


0513",Pansear,Fire ,316,50,53,48,53,48,64
1842,"


0514",Simisear,Fire ,498,75,98,63,98,63,101
1843,"


0515",Panpour,Water ,316,50,53,48,53,48,64
1844,"


0516",Simipour,Water ,498,75,98,63,98,63,101
1845,"


0517",Munna,Psychic ,292,76,25,45,67,55,24
1846,"


0518",Musharna,Psychic ,487,116,55,85,107,95,29
1847,"


0519",Pidove,Normal Flying,264,50,55,50,36,30,43
1848,"


0520",Tranquill,Normal Flying,358,62,77,62,50,42,65
1849,"


0521",Unfezant,Normal Flying,488,80,115,80,65,55,93
1850,"


0522",Blitzle,Electric ,295,45,60,32,50,32,76
1851,"


0523",Zebstrika,Electric ,497,75,100,63,80,63,116
1852,"


0524",Roggenrola,Rock ,280,55,75,85,25,25,15
1853,"


0525",Boldore,Rock ,390,70,105,105,50,40,20
1854,"


0526",Gigalith,Rock ,515,85,135,130,60,80,25
1855,"


0527",Woobat,Psychic Flying,323,65,45,43,55,43,72
1856,"


0528",Swoobat,Psychic Flying,425,67,57,55,77,55,114
1857,"


0529",Drilbur,Ground ,328,60,85,40,30,45,68
1858,"


0530",Excadrill,Ground Steel,508,110,135,60,50,65,88
1859,"


0531",Audino,Normal ,445,103,60,86,60,86,50
1860,"


0531",Audino Mega Audino,Normal Fairy,545,103,60,126,80,126,50
1861,"


0532",Timburr,Fighting ,305,75,80,55,25,35,35
1862,"


0533",Gurdurr,Fighting ,405,85,105,85,40,50,40
1863,"


0534",Conkeldurr,Fighting ,505,105,140,95,55,65,45
1864,"


0535",Tympole,Water ,294,50,50,40,50,40,64
1865,"


0536",Palpitoad,Water Ground,384,75,65,55,65,55,69
1866,"


0537",Seismitoad,Water Ground,509,105,95,75,85,75,74
1867,"


0538",Throh,Fighting ,465,120,100,85,30,85,45
1868,"


0539",Sawk,Fighting ,465,75,125,75,30,75,85
1869,"


0540",Sewaddle,Bug Grass,310,45,53,70,40,60,42
1870,"


0541",Swadloon,Bug Grass,380,55,63,90,50,80,42
1871,"


0542",Leavanny,Bug Grass,500,75,103,80,70,80,92
1872,"


0543",Venipede,Bug Poison,260,30,45,59,30,39,57
1873,"


0544",Whirlipede,Bug Poison,360,40,55,99,40,79,47
1874,"


0545",Scolipede,Bug Poison,485,60,100,89,55,69,112
1875,"


0546",Cottonee,Grass Fairy,280,40,27,60,37,50,66
1876,"


0547",Whimsicott,Grass Fairy,480,60,67,85,77,75,116
1877,"


0548",Petilil,Grass ,280,45,35,50,70,50,30
1878,"


0549",Lilligant,Grass ,480,70,60,75,110,75,90
1879,"


0549",Lilligant Hisuian Lilligant,Grass Fighting,480,70,105,75,50,75,105
1880,"


0550",Basculin Red-Striped Form,Water ,460,70,92,65,80,55,98
1881,"


0550",Basculin Blue-Striped Form,Water ,460,70,92,65,80,55,98
1882,"


0550",Basculin White-Striped Form,Water ,460,70,92,65,80,55,98
1883,"


0551",Sandile,Ground Dark,292,50,72,35,35,35,65
1884,"


0552",Krokorok,Ground Dark,351,60,82,45,45,45,74
1885,"


0553",Krookodile,Ground Dark,519,95,117,80,65,70,92
1886,"


0554",Darumaka,Fire ,315,70,90,45,15,45,50
1887,"


0554",Darumaka Galarian Darumaka,Ice ,315,70,90,45,15,45,50
1888,"


0555",Darmanitan Standard Mode,Fire ,480,105,140,55,30,55,95
1889,"


0555",Darmanitan Zen Mode,Fire Psychic,540,105,30,105,140,105,55
1890,"


0555",Darmanitan Galarian Standard Mode,Ice ,480,105,140,55,30,55,95
1891,"


0555",Darmanitan Galarian Zen Mode,Ice Fire,540,105,160,55,30,55,135
1892,"


0556",Maractus,Grass ,461,75,86,67,106,67,60
1893,"


0557",Dwebble,Bug Rock,325,50,65,85,35,35,55
1894,"


0558",Crustle,Bug Rock,485,70,105,125,65,75,45
1895,"


0559",Scraggy,Dark Fighting,348,50,75,70,35,70,48
1896,"


0560",Scrafty,Dark Fighting,488,65,90,115,45,115,58
1897,"


0561",Sigilyph,Psychic Flying,490,72,58,80,103,80,97
1898,"


0562",Yamask,Ghost ,303,38,30,85,55,65,30
1899,"


0562",Yamask Galarian Yamask,Ground Ghost,303,38,55,85,30,65,30
1900,"


0563",Cofagrigus,Ghost ,483,58,50,145,95,105,30
1901,"


0564",Tirtouga,Water Rock,355,54,78,103,53,45,22
1902,"


0565",Carracosta,Water Rock,495,74,108,133,83,65,32
1903,"


0566",Archen,Rock Flying,401,55,112,45,74,45,70
1904,"


0567",Archeops,Rock Flying,567,75,140,65,112,65,110
1905,"


0568",Trubbish,Poison ,329,50,50,62,40,62,65
1906,"


0569",Garbodor,Poison ,474,80,95,82,60,82,75
1907,"


0570",Zorua,Dark ,330,40,65,40,80,40,65
1908,"


0570",Zorua Hisuian Zorua,Normal Ghost,330,35,60,40,85,40,70
1909,"


0571",Zoroark,Dark ,510,60,105,60,120,60,105
1910,"


0571",Zoroark Hisuian Zoroark,Normal Ghost,510,55,100,60,125,60,110
1911,"


0572",Minccino,Normal ,300,55,50,40,40,40,75
1912,"


0573",Cinccino,Normal ,470,75,95,60,65,60,115
1913,"


0574",Gothita,Psychic ,290,45,30,50,55,65,45
1914,"


0575",Gothorita,Psychic ,390,60,45,70,75,85,55
1915,"


0576",Gothitelle,Psychic ,490,70,55,95,95,110,65
1916,"


0577",Solosis,Psychic ,290,45,30,40,105,50,20
1917,"


0578",Duosion,Psychic ,370,65,40,50,125,60,30
1918,"


0579",Reuniclus,Psychic ,490,110,65,75,125,85,30
1919,"


0580",Ducklett,Water Flying,305,62,44,50,44,50,55
1920,"


0581",Swanna,Water Flying,473,75,87,63,87,63,98
1921,"


0582",Vanillite,Ice ,305,36,50,50,65,60,44
1922,"


0583",Vanillish,Ice ,395,51,65,65,80,75,59
1923,"


0584",Vanilluxe,Ice ,535,71,95,85,110,95,79
1924,"


0585",Deerling,Normal Grass,335,60,60,50,40,50,75
1925,"


0586",Sawsbuck,Normal Grass,475,80,100,70,60,70,95
1926,"


0587",Emolga,Electric Flying,428,55,75,60,75,60,103
1927,"


0588",Karrablast,Bug ,315,50,75,45,40,45,60
1928,"


0589",Escavalier,Bug Steel,495,70,135,105,60,105,20
1929,"


0590",Foongus,Grass Poison,294,69,55,45,55,55,15
1930,"


0591",Amoonguss,Grass Poison,464,114,85,70,85,80,30
1931,"


0592",Frillish,Water Ghost,335,55,40,50,65,85,40
1932,"


0593",Jellicent,Water Ghost,480,100,60,70,85,105,60
1933,"


0594",Alomomola,Water ,470,165,75,80,40,45,65
